"date","total_issue_amount","total_paid_off_principle","loan_balance","total_current_principle","overdue_3_principle","overdue_10_principle","overdue_30_principle","overdue_60_principle","overdue_90_principle","overdue_more_than_90_principle","total_paid_off_amount","total_outstanding_amount","total_current_amount","overdue_3_amount","overdue_10_amount","overdue_30_amount","overdue_60_amount","overdue_90_amount","overdue_more_than_90_amount"
"2020-07-21","432363152228.00000000","336908684518.69400000","95454467709.30600000","27083652617.00000000","266019000.00000000","596932491.40000000","408142218.00000000","306146999.16000000","3081636056.70400000","63706878327.04200000","411143156199.88759303","158255238261.98768000","33072240521.36000000","335329820.00000000","801783243.50280000","628151279.00000000","541678932.84568000","5675043511.75480000","117201010953.52440000"
"2020-08-17","472258409000.00000000","363679370304.01400000","108579038695.98600000","38454934346.68000000","442556000.00000000","957620500.00000000","1387134963.00000000","897669729.40000000","301163198.46400000","66137159958.44200000","444099891604.35159303","184886777175.10768000","47114432381.68000000","556709168.00000000","1292835185.00000000","2168482800.00000000","1722978552.50280000","593180259.52968000","131438158828.39520000"
"2020-04-15","389275233000.00000000","297419612298.10400000","91855620701.89600000","28556821822.16000000","3714806645.00000000","8293517121.89400000","11981973406.00000000","10041645232.00000000","8903896180.00000000","20359500294.84200000","364038079308.68780800","140708003226.89992000","34497420986.95392000","4619285471.28000000","10988239577.49400000","18459572750.60200000","18466810336.92800000","16514050529.20000000","37162623574.44200000"
"2020-10-10","602943689000.00000000","462859520296.63000000","140084168703.37000000","63625659071.06400000","818810400.00000000","1483365124.00000000","2865757532.00000000","3000411097.00000000","2237657528.40000000","66046439070.90600000","566626001047.95159303","227221566721.38768000","78172089816.06400000","1038361340.00000000","1995356871.20000000","4504929005.00000000","5833446862.00000000","4464128731.50280000","131213254095.62088000"
"2020-03-22","363899633000.00000000","241795577584.15800000","122104055415.84200000","78828501901.00000000","2174522762.00000000","3003676879.00000000","6974066399.00000000","9478564548.00000000","6489349250.00000000","15151913676.84200000","297896694761.04553600","169630707315.00400000","95026129755.47200000","2689001517.76200000","3961836040.24000000","10894547464.28800000","17516323131.60000000","12069247998.40000000","27473621407.24200000"
"2020-03-23","366264833000.00000000","244103622689.15800000","122161210310.84200000","78391238580.00000000","2174074868.00000000","3112385065.00000000","7106597923.00000000","9433740948.00000000","6584657450.00000000","15355055476.84200000","300728560263.64553600","169936231895.20400000","94516427378.47200000","2678766616.52200000","4096989316.68000000","11114451988.28800000","17431912271.60000000","12248770051.40000000","27848914272.24200000"
"2020-05-10","390922735524.00000000","316030606409.36512000","74892129114.63488000","4923343467.89888000","258760220.00000000","471453819.69400000","12867648051.20000000","19018888240.00000000","10094372385.00000000","27254202930.84200000","384884930569.85068800","131112097559.81283248","5603367292.81246848","305397549.24000000","608193388.47596400","21048087228.31240000","34971021193.44200000","18619615678.88800000","49956415228.64200000"
"2021-01-21","1005860670005.00000000","774205137448.21400000","231655532556.78600000","126377756315.00000000","2341331682.00000000","3359393730.00000000","6202823286.00000000","10847871874.00000000","5585252584.00000000","76937360205.78600000","953878137764.07509303","356658209717.65368000","155302386936.00000000","2925088073.00000000","4492193234.00000000","9520654183.00000000","20325607162.00000000","11145649510.20000000","152946630619.45368000"
"2020-06-24","403843293876.00000000","324750932228.94600000","79092361647.05400000","10820669510.70280000","61991720.00000000","103637600.00000000","259101472.60520000","2232150938.70400000","22535862668.20000000","43075087736.84200000","396087103742.87769703","138720446472.83277600","13261219255.61351360","74923547.00000000","131607354.00000000","389568687.91606240","4083271997.57880000","41632797998.61240000","79147057632.11200000"
"2020-11-05","685752729000.00000000","523510118085.14400000","162242610914.85600000","81960176712.07000000","809299400.00000000","1581122973.00000000","2889438417.00000000","4484409029.00000000","2927375941.00000000","67590229562.78600000","641770437739.53559303","257603433471.72368000","100891512249.07000000","1018828636.00000000","2125724195.00000000","4647932516.85000000","8773278045.20000000","5842089415.00000000","134304068414.60368000"
"2020-12-09","814697929000.00000000","622964241337.69050000","191733687662.30950000","102608038037.00000000","1361208609.00000000","2727131726.72350000","4845040304.00000000","4642137097.00000000","4645446544.00000000","70904126464.58600000","765665170829.03559303","298300547074.17718000","125972688572.00000000","1717899993.00000000","3683508227.72350000","7646880292.20000000","9102383102.85000000","9275886672.20000000","140901300214.20368000"
"2020-11-19","735236909000.00000000","554580665284.14400000","180656243715.85600000","98008721142.07000000","860257800.00000000","1391315704.00000000","3578450080.00000000","4650756741.00000000","3254809305.00000000","68911374063.78600000","680434893191.53559303","282090496121.92368000","120818379128.07000000","1088545999.00000000","1853422658.20000000","5720043371.00000000","9176745593.05000000","6495708429.00000000","136937650943.60368000"
"2020-04-16","389347733000.00000000","299014400869.90400000","90333332130.09600000","26080663357.36000000","3710754355.00000000","8169189846.89400000","12701897664.00000000","10150028032.00000000","8971726980.00000000","20545611894.84200000","366042323078.05580800","139316175887.24232000","31502991042.89632000","4615209394.68000000","10835876316.69400000","19552158973.40200000","18662388085.92800000","16638865985.20000000","37508686088.44200000"
"2020-04-03","386477033000.00000000","274789299307.15800000","111687733692.84200000","61028431538.00000000","3500212089.00000000","4505248201.00000000","7752658117.00000000","9954143862.00000000","7464101430.00000000","17479304184.84200000","338528889150.86153600","160158752466.35600000","73714414317.62400000","4335840076.16000000","5924089810.50000000","12174097475.23000000","18347019559.20000000","13861718527.80000000","31801572699.84200000"
"2021-02-02","1072177516777.00000000","828591467298.31400000","243586049478.68600000","133198479455.95000000","1245488627.00000000","3706143840.00000000","8969825095.95000000","10073773640.00000000","7300471004.00000000","79091576935.78600000","1021543664953.45909303","374484677169.55368000","164071869512.95000000","1563287108.00000000","4938049211.00000000","13730781905.95000000","18431022276.00000000","14506113326.20000000","157243553829.45368000"
"2020-09-02","508393549000.00000000","386641662900.01400000","121751886099.98600000","50839083116.68000000","370014000.00000000","632446800.00000000","1978820141.00000000","1627292599.40000000","321070325.52000000","65982359117.38600000","472353335359.35159303","201689657209.10768000","62271322539.68000000","459959880.00000000","847274772.00000000","3187284428.00000000","3163350559.50280000","638799917.92000000","131121665112.00488000"
"2020-04-21","389709635524.00000000","304676782726.46400000","85032852797.53600000","16666288115.60000000","2893050320.00000000","7540903249.20000000","16265897526.89400000","10591300223.00000000","9446890748.00000000","21625062614.84200000","373501950696.77612800","135329107452.20560000","20106426229.90720000","3607074190.12000000","10004316974.51240000","25121861137.59400000","19483213366.83000000","17493696335.60000000","39512519217.64200000"
"2020-03-30","383315633000.00000000","262843900827.15800000","120471732172.84200000","72883688433.00000000","2832145604.00000000","3696179262.00000000","7482221144.00000000","9794970515.00000000","7297675297.00000000","16481391917.84200000","323764535756.84553600","169639745650.01200000","87966327288.44000000","3494125914.20000000","4854552152.36200000","11749426877.56800000","18075042167.80000000","13561025511.40000000","29939245738.24200000"
"2020-02-15","249744436000.00000000","156623036656.15800000","93121399343.84200000","62421329569.00000000","1957940670.00000000","2961936200.00000000","5346158558.00000000","6651279554.00000000","7231597121.64200000","6547697671.20000000","193593839850.50753600","127480510209.96200000","75199530626.32000000","2499142266.00000000","3983650157.80000000","8514146369.40000000","12352733869.20000000","13343713746.84200000","11587593174.40000000"
"2020-12-06","802914789000.00000000","613433606322.49050000","189481182677.50950000","101285849045.00000000","1551021200.00000000","2643728242.72350000","4284990204.00000000","4721236697.00000000","4503699029.00000000","70490099379.78600000","753784079821.03559303","295011289245.17718000","124352341505.00000000","1970585287.00000000","3589217703.72350000","6771517875.20000000","9251360987.85000000","8994997157.20000000","140081268729.20368000"
"2020-11-11","707507449000.00000000","537368397570.14400000","170139051429.85600000","88954766022.07000000","680500578.00000000","1450421000.00000000","3052967417.00000000","4687147344.00000000","3049672697.00000000","68258317491.78600000","658974282012.53559303","268140493350.72368000","109607787261.07000000","850902319.00000000","1948067981.00000000","4807150503.85000000","9205480747.20000000","6084299405.00000000","135636805133.60368000"
"2020-02-22","268926436000.00000000","170089173893.15800000","98837262106.84200000","65852530066.00000000","1685259762.00000000","2894910744.00000000","6399806660.00000000","6617084658.00000000","7451955545.64200000","7932254671.20000000","210109685952.75953600","135603920892.90200000","79287229288.21600000","2127204199.04400000","3869506140.00000000","10129233389.00000000","12289869786.40000000","13788215121.64200000","14112662968.60000000"
"2020-03-08","316346336000.00000000","208472441148.15800000","107873894851.84200000","70231780539.00000000","1852604710.00000000","2644892280.00000000","6831301048.00000000","8062842238.00000000","6652203697.64200000","11594810339.20000000","257111169390.45153600","149639529705.66600000","84652464742.93600000","2351876580.80000000","3513851774.48800000","10947304343.60000000","14949264938.00000000","12329683606.84200000","20895083719.00000000"
"2020-04-11","388989633000.00000000","291175741911.99800000","97813891088.00200000","38372408967.16000000","4315985108.00000000","7394857255.00000000","9882219940.00000000","10228042543.00000000","8161955780.00000000","19454961494.84200000","359038304598.48780800","146225587217.34792000","46374770031.68192000","5384328531.09400000","9741895505.40000000","15287602128.64200000","18815125470.88800000","15141645044.80000000","35480220504.84200000"
